renters,description
RESPUBLICA,"TIPE YANG TERSEDIA: HITAM  UNTUK TIPE W33 SILVER BISA KE SINI: https://www.tokopedia.com/respublica/knifezer-pisau-saku-lipatmini-serbaguna-portable-knife-survival-silver UNTUK TIPE W33 HITAM BISA KE SINI https://www.tokopedia.com/respublica/knifezer-pisau-saku-lipat-mini-serbaguna-portable-knife-survival-hitam BARANG READY STOCK, BUKAN DROPSHIP! WAKTU PENGIRIMAN JADI LEBIH CEPAT! Desain pisau lipat dengan bentuk unik ini wajib dimiliki para kolektor pisau. Pisau ini juga dapat digunakan untuk melindungi diri dalam keadaan darurat atau digunakan saat camping dan hiking. FEATURES Folding Mechanism Pisau ini menggunakan desain lipat sehingga mudah untuk disimpan dalam kantong atau dibawa berpergian. Sharp Knife Pisau ini memiliki mata pisau sangat tajam dan dapat dijadikan peralatan survival dalam keadaan darurat. High Quality Material Terbuat dari bahan stainless steel yang sangat kuat sehingga dapat digunakan dalam jangka waktu lama dan tidak mudah rusak."
MIZU HOME,"SURVIVE IN THE WILDERNESS ~ with our NAIFU POCKET KNIFE ! Saat Camping, gunakan NAIFU untuk memotong tali, ranting maupun untuk mempersiapkan makanan Saat Travelling, gunakan NAIFU untuk memotong buah-buahan dan alat potong saat emergency **MIZU mengingatkan Anda untuk membawa NAIFU di dalam bagasi CHECK-IN saat terbang atau naik kereta supaya ia aman dibawa VERSATILE DAILY USE ~ NAIFU juga bisa digunakan sebagai letter opener (untuk memotong amplop surat) & package opener (untuk membuka paket kiriman belanjaan Anda) COMPACT & PORTABLE ~ NAIFU bisa dilipat sehingga menjadi lebih compact (tidak akan memakan banyak tempat) & aman dibawa ke mana pun juga karena ujung tajam pisau masuk ke dalam lipatannya NAIFU juga gampang dicantolkan ke gantungan kunci biar Anda tidak lupa membawanya HIGH QUALITY STAINLESS STEEL ~ Terbuat dari besi stainless bermutu, NAIFU kuat, tajam, anti-karat dan tahan lama Jika Anda merawatnya dengan baik, NAIFU akan awet dipakai dan bisa selalu membantu Anda :) Bahan	: Stainless Steel (3Cr15MoV) Terlipat	: 9.5 x 2.9 x 0.55cm Terbuka	: 16.6 x 2.7 x 0.55cm Pisau	: Panjang 2.5 inci / 6.5cm ; Tebal 1.7mm Berat	: 60g VARIAN yang BISA DIPILIH = READY STOCK!! *Harga di atas adalah harga untuk 1pcs pisau *Silahkan beli lebih untuk mendapat harga grosir *Barang kami sangat cocok untuk dijadikan kado untuk orang-orang kesayangan di hidup Anda :) *Produk tidak memiliki logo MIZU HOME, logo di photo hanyalah watermark saja *Perkenankan penyimpangan pengukuran 1-3mm karena barang diukur dgn tangan  *FREE KARTON SESUAI KEBUTUHAN PRODUK & packing aman! *Sebelum dikirim, kami sudah cek barang dlm kondisi baik *Jadi, kerusakan yg terjadi dlm pengiriman bukan tanggung jawab kami, harap klaim ke ekspedisi *Membeli = setuju dgn syarat kami :) *Follow our Instagram @MIZUHOMEid & our sister store @MIZULIVING untuk update promo produk terbaru kami *BELANJA LEBIH DARI 1 ITEM SUPAYA HEMAT ONGKIR"
greyoutdoor idn,"🔥 *READY KEMBALI* 🔥 *Pisau Lipat Mini* Pisau mini adalah pisau dengan ukuran yang lebih kecil dan dilengkapi dengan mekanisme lipat sehingga mudah dibawa dan disimpan. Mereka sering digunakan untuk kegiatan sehari-hari seperti camping, hiking, memasak di luar ruangan, atau sebagai alat multifungsi yang praktis. Spesifikasi :  1. Ukuran : Pisau lipat mini dirancang untuk mudah dibawa. ukurannya cukup kecil sehingga bisa dengan nyaman masuk ke dalam saku atau dompet Anda. dan tidak terlalu berat. 2. Bahan pisau: Pisau lipat mini terbuat stainless steel.  Warna : - Hitam  Material : - Stainless Steel 3Crl3 - product weight : 51gram  - blade thickness : 1,8mm - after folding : 15cm  - blade width : 1,6mm - blade length : 6,2cm - Hardness : 53HRC  Untuk pemesanan bisa langsung hubungi di nomor ini ya kak 🙂 🛒 Happy Shopping 🛒 #pisaulipat"
Deknived Indonesia,"Pisau Lipat Jeep Titanium Rosewood , Kategori Folded Knife . Drop Point Blade Finishing Titanium (Yang ""Abu-Abu"") . Anti Karat Dan Tahan Korosi Jenis Bilah Drop Point Umumnya Di Hutan Berfungsi Untuk Melubangi Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Klip Penjepit Untuk Di Selipkan Pada Saku Full Automatic Spring System . Cukup Menekan Pelatuk Pisau Untuk Mengeluarkan Pisau Secara Keseluruhan ( Spring Sistem ) Garansi Jika Produk Yang Di Terima Mengecewakan / Atau Ada Masalah Lain Seputar Produk , Masalah Pengiriman Dan Sebagainya Di Mohon Agan Masukan Komplain . Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 32 Lapis Kertas HVS / Setara Dengan 5 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Grade : Original Panjang Total : 22 Cm Panjang Bilah : 10 Cm Panjang Handle : 12 Cm Lebar Bilah : 2 Cm Tebal Bilah : 3 Mm Dapat Di Lock : Ya Kelengkapan : 1 Unit Pisau Lipat Dan Box"
MIZU HOME,"SURVIVE IN THE WILDERNESS ~ with our NAIFU POCKET KNIFE ! Saat Camping, gunakan NAIFU untuk memotong tali, ranting maupun untuk mempersiapkan makanan Saat Travelling, gunakan NAIFU untuk memotong buah-buahan dan alat potong saat emergency **MIZU mengingatkan Anda untuk membawa NAIFU di dalam bagasi CHECK-IN saat terbang atau naik kereta supaya ia aman dibawa VERSATILE DAILY USE ~ NAIFU juga bisa digunakan sebagai letter opener (untuk memotong amplop surat) & package opener (untuk membuka paket kiriman belanjaan Anda) COMPACT & PORTABLE ~ NAIFU bisa dilipat sehingga menjadi lebih compact (tidak akan memakan banyak tempat) & aman dibawa ke mana pun juga karena ujung tajam pisau masuk ke dalam lipatannya NAIFU juga gampang dicantolkan ke gantungan kunci biar Anda tidak lupa membawanya HIGH QUALITY STAINLESS STEEL ~ Terbuat dari besi stainless bermutu, NAIFU kuat, tajam, anti-karat dan tahan lama Jika Anda merawatnya dengan baik, NAIFU akan awet dipakai dan bisa selalu membantu Anda :) Bahan	: Stainless Steel (Pisau) & Mahogany (Pegangan) Terlipat	: 8.4 x 2.4 x 1.4cm Terbuka	: 15 x 2 x 1.4cm Pisau	: Panjang 2.5inci ; Tebal mm Berat	: 72g VARIAN yang BISA DIPILIH = READY STOCK!! *Harga di atas adalah harga untuk 1pcs pisau + rantainya *Silahkan beli lebih untuk mendapat harga grosir *Produk tidak memiliki logo MIZU HOME, logo di photo hanyalah watermark saja *Perkenankan penyimpangan pengukuran 1-3mm karena barang diukur dgn tangan  *FREE KARTON SESUAI KEBUTUHAN PRODUK & packing aman! *Sebelum dikirim, kami sudah cek barang dlm kondisi baik *Jadi, kerusakan yg terjadi dlm pengiriman bukan tanggung jawab kami, harap klaim ke ekspedisi *Membeli = setuju dgn syarat kami *Follow our Instagram @MIZUHOMEid www.instagram.com/MIZUHOMEID & our sister store @MIZULIVING www.instagram.com/MIZULIVING untuk update promo produk terbaru kami *TIPS CERDAS : BELANJALAH LEBIH DARI 1 BARANG DI 1 TOKO SUPAYA HEMAT BIAYA PENGIRIMAN"
Deknived Indonesia,"Pisau Lipat Browning Pointed Knife , Kategori Folded Knife . Drop Point Blade , Material Bilah Stainless Steel . Anti Karat Dan Tahan Korosi Jenis Bilah Drop Point Umumnya Di Hutan Berfungsi Untuk Melubangi Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Clip Penjepit Dan Pemecah Kaca . Full Automatic Spring System. Cukup Menekan Pelatuk Pisau Untuk Mengeluarkan Pisau Secara Keseluruhan . Garansi Jika Produk Yang Di Terima Mengecewakan / Atau Ada Masalah Lain Seputar Produk , Masalah Pengiriman Dan Sebagainya Di Mohon Agan Masukan Komplain . Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 32 Lapis Kertas HVS / Setara Dengan 5 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Panjang Total : +-22 Cm Panjang Bilah : +-9.5 Cm Panjang Handle : +-12.5 Cm Lebar Bilah : +-1.9 Cm Tebal Bilah : +-3 Mm Bahan Bilah : Stainless Steel Dapat Dilipat : Ya Dapat Di Lock : Ya Sistem Keluar Masuk Bilah : Automatic Spring Sistem ( Sekali Tekan Keluar Keseluruhan ) Kelengkapan : 1 Unit Pisau Lipat Dan Box"
Qstock,"Material	Stainless Steel Dimensi	Panjang Total: sekitar 225 mm Panjang Bilah: sekitar 105 mm Panjang Gagang: sekitar 120 mm Warna: HITAM PUTIH MULTI WARNA Pisau ini merupakan pisau lipat unik yang biasa disebut sebagai pisau balisong. Selain digunakan untuk memotong atau mengupas sesuatu, biasanya digunakan sebagai permainan trik dengan cara melipat dan membuka pisau secara cepat menggunakan satu tangan saja. Bahan Stainless Steel Pisau ini menggunakan bahan stainless steel berkualitas yang dijamin kuat, kokoh, serta awet. Bahan ini mudah dibersihkan sehingga awet untuk penggunaan jangka panjang. Mekanisme Lipat Hadir dengan menggunakan mekanisme lipat sehingga dapat dimasukkan ke dalam saku atau tas tanpa perlu khawatir akan melukai Anda. Anda dapat membawa pisau ini dengan mudah sehingga dapat memamerkan pada teman Anda. PISAU LIPAT BALISONG TRAINING: https://www.tokopedia.com/qstock/pisau-lipat-outdoor-training-serbaguna-balisong-portable-knife-hitam SISIR LIPAT BALISONG: https://www.tokopedia.com/qstock/sisir-besi-lipat-butterfly-knife-training-balisong-trick-benchmade PERHATIAN !!! ""Wajib Videokan Pembukaan Paket (Unboxing)"" - Tanpa video paket TIDAK MENERIMA KOMPLAIN APAPUN - Rekam video yang jelas mulai sebelum buka paket sampai selesai buka paket. - Tidak menerima video yang setelah paket dibuka baru direkam / paket dibungkus ulang baru di Videokan - Maksimal Komplain 1x24 jam dari barang diterima Klik untuk melihat poduk lainnya: https://www.tokopedia.com/qstock Happy shopping! :-)"
MIZU HOME,"SURVIVE IN THE WILDERNESS ~ with our UDDONAIFU POCKET KNIFE ! Saat Camping, gunakan UDDONAIFU untuk memotong tali, ranting maupun untuk mempersiapkan makanan Saat Travelling, gunakan UDDONAIFU untuk memotong buah-buahan dan alat potong saat emergency **MIZU mengingatkan Anda untuk membawa UDDONAIFU di dalam bagasi CHECK-IN saat terbang atau naik kereta supaya ia aman dibawa VERSATILE DAILY USE ~ UDDONAIFU juga bisa digunakan sebagai letter opener (untuk memotong amplop surat) & package opener (untuk membuka paket kiriman belanjaan Anda) COMPACT & PORTABLE ~ UDDONAIFU bisa dilipat sehingga menjadi lebih compact (tidak akan memakan banyak tempat) & aman dibawa ke mana pun juga karena ujung tajam pisau masuk ke dalam lipatannya UDDONAIFU juga gampang dicantolkan ke gantungan kunci biar Anda tidak lupa membawanya HIGH QUALITY STAINLESS STEEL ~ Terbuat dari besi stainless bermutu, UDDONAIFU kuat, tajam, anti-karat dan tahan lama Jika Anda merawatnya dengan baik, UDDONAIFU akan awet dipakai dan bisa selalu membantu Anda :) Bahan	: 3Cr13 Stainless Steel Terlipat	: 9.3 x 2.7 x 1.2 cm Terbuka	: 15.8 x 2.5 x 1.2 cm Pisau	: Panjang 2.5 inci ; Tebal 1.7mm Berat	: 60g Warna	: YELLOW (kuning) & RED (merah) VARIAN yang BISA DIPILIH = READY STOCK!! *Harga di atas adalah harga untuk 1pcs pisau + rantainya *Silahkan beli lebih untuk mendapat harga grosir *Barang kami sangat cocok untuk dijadikan kado untuk orang-orang kesayangan di hidup Anda :) *Produk tidak memiliki logo MIZU HOME, logo di photo hanyalah watermark saja *Perkenankan penyimpangan pengukuran 1-3mm karena barang diukur dgn tangan  *FREE KARTON SESUAI KEBUTUHAN PRODUK & packing aman! *Sebelum dikirim, kami sudah cek barang dlm kondisi baik *Jadi, kerusakan yg terjadi dlm pengiriman bukan tanggung jawab kami, harap klaim ke ekspedisi *Membeli = setuju dgn syarat kami *Follow our Instagram @MIZUHOMEid www.instagram.com/MIZUHOMEID utk update promo produk terbaru kami *BELANJA LEBIH DARI 1 ITEM SUPAYA HEMAT ONGKIR"
TOKOFAME,"Pisau besi model butterfly balisong ini berfungsi untuk melatih keterampilan menggunakan balisong, dapat juga dijadikan sebagai alat membela diri.  Fitur  Balisong  Training knife dengan model balisong ini dapat Anda gunakan untuk melatih keterampilan dalam menggunakan pisau, membuat Anda lebih profesional dalam menggunakan pisau.  Desain Unik  Balisong ini memiliki bentuk yang unik untuk Anda miliki sebagai koleksi balisong.  Bahan Stainless Steel Berkualitas  Bahan dari balisong ini adalah baja yang kuat dan tahan pukul, cocok Anda jadikan sebagai alat pertahanan diri dari penjahat.  Kelengkapan Produk  1 x Butterfly Balisong Pisau Lipat Training Portable Knife   Spesifikasi Produk Material Steel  Dimensi Panjang Total : 22.5 cm Panjang Terlipat: 13 cm"
Toko OnlineID,"Peralatan multifungsi EDC (Every Day Carry) ini cocok untuk dibawa dalam kegiatan sehari-hari dan digunakan pada situasi yang dibutuhkan. Dilengkapi dengan berbagai macam peralatan seperti tang, pisau, pembuka botol, obeng, gergaji, dan lainnya. Fitur Bahan Stainless Steel Dengan material Stainless membuat mini multi tool ini kokoh dan awet untuk digunakan. Memiliki kualitas yang sama dengan Victorinox Swiss Army Knife. Tools Multifungsi Hadir berbagai macam peralatan yang sangat praktis untuk digunakan. Berikut alat-alat yang terdapat pada multifunction tool ini: tang, pisau, pembuka botol, opening tool, obeng, gergaji dan beberapa butir mata baut. Desain Kompak Bentuk yang kecil dan dapat dilipat memudahkan Anda membawa multi tool ini. Semua peralatan yang Anda butuhkan tersedia dimanapun dan kapanpun. Kelengkapan Produk Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x  Multifunctional EDC Plier Survival Tool Stainless Steel -  1 x Set Mata Obeng 1 x Pouch Spesifikasi Jenis-Jenis : Perkakas	Tang, Pisau, Pembuka Botol, Opening Tool, Obeng, Gergaji dan Beberapa Butir Mata Baut Material	Stainless Steel Dimensi	Terlipat: 105 x 50 x 16 mm"
Sabina Kitchen & Housewares,"Harap untuk membaca deskripsi produk sebelum belanja di Sabina Kitchen & Housewares Desain pisau lipat dgn bentuk unik ini wajib dimiliki para kolektor pisau. Pisau ini jg dpt digunakan untuk melindungi diri dalam keadaan darurat atau digunakan saat camping & hiking. Features  Folding Mechanism  Pisau ini menggunakan desain lipat shg mudah untuk disimpan dalam kantong atau dibawa berpergian.  Sharp Knife  Pisau ini memiliki mata pisau sangat tajam & dpt dijadikan peralatan survival dalam keadaan darurat.  High Quality Material  Terbuat dari bahan stainless steel khusus yg sangat kuat shg dpt digunakan dalam jangka waktu lama & tdk mudah rusak. Lalu pada bagian gagangnya dilapisi bahan kayu yg menambah keindahan dari sebuah pisau berburu.  Package Content Barang-barang yg Anda dpt dalam kotak produk:  1 x Pisau LipatVideo YouTube yg ditampilkan hanyalah ilustrasi fungsi & penggunaan produk.  Kami tdk menjamin barang kami 100% mirip dgn produk dalam video YouTube tersebut. Spesifikasi KNIFEZER Blade Pisau Lipat Berburu Knife Wooden Handle - CBF64 Material : Blade: 5CR15MOV Handle: wood+steel Hardness : 54HRC Dimensi : Full length: 23cm Blade length: 9.8cm Blade thickness: 0.28cm Blade width: 2.7cm Berat Bersih : Weight: 180 grams Belanja di Sabina Kitchen & Housewares, anggap aja rumah sendiri."
Deknived Indonesia,"Pisau Lipat Survival Outdoor Automatic Button , Kategori Folded Knife . Material Full Steel Dari Bilah Sampai Handel . Clip Point Blade . Jenis Bilah ClipPoint Umumnya Di Hutan Berfungsi Untuk Mencungkil Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Full Automatic Spring System. Cukup Menekan Tombol Pisau Untuk Mengeluarkan Pisau Secara Keseluruhan . Spesifikasi : Panjang Total : 22 Cm Panjang Bilah : 9.5 Cm Panjang Handle : 12 Cm Lebar Bilah : 2.5 Cm Tebal Bilah : 2 Mm Bahan : Stainless Steel Dapat Dilipat : Ya Dapat Di Lock : Ya Sistem Keluar Masuk Bilah : Automatic Spring Sistem ( Sekali Tekan Keluar Keseluruhan ) Kelengkapan : 1 Unit Pisau Lipat Dan Dus"
Ku_Laris_Acc,Ready kak Chef Knife dengan Kemasan Spec (33cm) Bilah Pisau 20cm  Gagang Pisau 12.5cm (putih) est Tebal Bilah 1.5mm Spec (27cm) Bilah Pisau 14cm  Gagang Pisau 27cm (putih) est tebal bilah 1.5mm
Semut Emas,"OLITANS G040 Pocket Knife 2.75'' D2 Steel Blade G10 handle Features : D2 Blade G10 Handle with Stainless Steel Liner CNC Milled Handle Lightweight Ball Bearing Pivot Product Details : Blade Length : 70 mm Blade Thickness : 2.5 mm Handle Length : 92 mm Total Length : 162 mm Opening System : Flipper Tab Lock Type : Liner Lock Blade Material : D2 Finish : Satin Finish Handle Material : G10 with Stainless Steel Liner Pivot Assembly : Ball Bearing Origin : China OLITANS G040 The material used for the blade is D2 steel, which is a very nice steel that can keep edge retention, and has high hardness. 2.75 inches sharp blade can provide you with an balance cutting experience in the outdoors. G10 handle The handle length is 3.62'', Slightly shorter than some regular sized folding knives, but with a good grip. G10 fibreglass is a commonly used material for folding knife handles, with some good stability, a comfortable grip and excellent non-slip properties. Safety liner Lock The Pocket knife has a liner locking structure, so when we need to unfold the pocket knife, slightly press the liner to unfold it. We can also push the flipper opener for smooth and satisfying operation. Small EDC Knife G040 pocket knife design will be miniature, only 2.1 ounces, is a very sharp carry edc pocket knife, can meet the daily camping cutting needs, can be used to cut fruits, open boxes."
Mytriple C,"Xiaomi Huohou X Nextool Multifunction Knife 15 in 1 Merk Huohou X Nextool Xiaomi echo system produk (tidak ada logo xiaomi pada produk) - [ 15 Functions ] : Needle-nose Plier / Standard Plier / Wire Cutter / Hard wire Plier / Thick Wire Plier/ Wood Saw / Phillips Screw / Stripping Long / Can opener / Bottle opener / Slotted screwdriver / Glass Impactor / Big Scissor - [ 2 Kinds Of Polishing Process ] : Most of the overall tools are treated with a matte finish. ht processing to enhance the sharpness, while all the screws and hooks are brightly processed to improve the overall contrast. - [ 294 Procedures ] : Process 294 processes, respectively, processing plate parts, casting parts, improve hardness, handle rough surface, trim the burrs, polishing and polishing, and strictly control the overall equipment process - [ 65 Parts ] : The HUOHOU multi-function is powerful, complex in structure and has up to 65 parts. If individual parts are biased, this high-quality experience cannot be experienced even with precise assembly."
Vtamin C,"Features: 1.Ultra light weight, this multifunctional tool is only 28.5g 2.Comfortable grip, easy to use 3.High strength alloy, excellent material 4.Equipped with knifes, scissors, screwdriver, to meet your different needs Brand: NexTool Model: KT5026B Size: 64.5mmx18.3mmx7.8mm (2mm soil) Locking type: with locking Handle Material: 5052 Aluminum Alloy Blade: 420J2 Stainless Steel Weight: 28.5g ± 2g"
TURIKALE_STORE,"Selamat datang di turikale_store Informasi Produk Carabiner Pisau Lipat Knife Carabiner Mountaineering   Karabiner ini memiliki beberapa fungsi tambahan yaitu terdapat pisau, gergaji mini dan senter LED mini. Karabiner ini terbuat dari material stainless steel sehingga sangat kuat dan dijamin awet untuk penggunaan jangka panjang.  Fitur  Pisau dan Gergaji Mini Terdapat pisau mini dan gergaji mini yang dapat Anda gunakan dalam keadaan darurat atau digunakan dalam keadaan yang dibutuhkan. Karabiner ini sangat pas dibawa saat Anda melakukan kegiatan luar ruangan seperti berkemah atau mendaki gunung. Senter LED Selain pisau, terdapat sebuah LED yang dapat menghasilkan cahaya cukup terang untuk membantu Anda melihat di malam hari atau ruangan gelap, terutama saat keadaan darurat atau tidak membawa senter khusus. Material Berkualitas Terbuat dari material stainless steel berkualitas menjamin tingkat kekokohan dari alat multifungsi ini. Material ini tentunya sangat awet dan tahan lama, memastikan barang tidak mudah berkarat walaupun terkena air saat penggunaan.   Kelengkapan Produk Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x Carabiner Pisau Lipat Knife Carabiner Mountaineering  - CRB1  3 x Baterai LR621 Spesifikasi Carabiner Pisau Lipat Knife Carabiner Mountaineering  - CRB1 Material Stainless Steel  Dimensi 8.8 x 4.7 x 1.6 cm  Lain-lain Baterai: 3 x Baterai LR621   Note : Jika nanti barang sudah sampai, jangan lupa untuk memvideokan saat paket akan dibuka dan isi barangnya ya kak. Karena komplain tidak dapat terproses jika tidak ada bukti video saat pembukaan paketnya."
Sepakat DigitaL,"Main Features: •With gratifying tools, there is no need to compromise in life •Excellent selection of materials, craftsmanship •High carbon steel blade, excellent cutting function •12CM long arm, full size screwdriver •Safety protection, refuse to accidentally hurt your hands •Carbon fiber + G10 handle, non-slip and without loss of texture •Textured EVA storage box, into the simple business style Specification Brand: Nextool Model: NE20021 Type: Fixed Blade Application Scope: Adventure,Camping,Home use,Mountaineering Blade Edge Type: Fine Blade Length: 9.905cm Blade Material: Stainless Steel Handle Material: Stainless Steel Weight Range: 101g-200g"
Light Center,Informasi Produk KNIFEZER Pisau Saku Lipat Mini Serbaguna Portable Knife Survival - W33 Desain pisau lipat dengan bentuk unik ini wajib dimiliki para kolektor pisau. Pisau ini juga dapat digunakan untuk melindungi diri dalam keadaan darurat atau digunakan saat camping dan hiking. Features Folding Mechanism Pisau ini menggunakan desain lipat sehingga mudah untuk disimpan dalam kantong atau dibawa berpergian. Sharp Knife Pisau ini memiliki mata pisau sangat tajam dan dapat dijadikan peralatan survival dalam keadaan darurat. High Quality Material Terbuat dari bahan stainless steel yang sangat kuat sehingga dapat digunakan dalam jangka waktu lama dan tidak mudah rusak. Content Package Barang-barang yang Anda dapat dalam kotak produk: 1 x Pisau Video YouTube yang ditampilkan hanyalah ilustrasi fungsi dan penggunaan produk. Kami tidak menjamin barang kami 100% mirip dengan produk dalam video YouTube tersebut. Spesifikasi KNIFEZER Pisau Saku Lipat Mini Serbaguna Portable Knife Survival - W33 Material	Stainless Steel Dimensi	Total length: 14.9 cm Blade length: 5.3cm Handle length: 9.5cm Klik Link untuk melihat stock produck lainnya:  https://tokopedia.link/RIpAoEjHmcb
Bonanza sport,"Pisau saku buatan Swiss dengan 14 fungsi Termasuk gunting dan pengait serbaguna Nomor barang1.3703.T7Tinggi18 mmPanjang91 mmBerat82g Pisau Saku Sedang untuk Mendaki Selamat datang di dunia pisau Perwira. Dari sinilah legenda Swiss Army Knife dimulai. Dan itu berlanjut hari ini dengan pisau saku Climber. 14 fungsinya tajam, kuat, dan intuitif sesuai kebutuhan Anda. Jadi tidak masalah jika Anda menaiki tangga perusahaan atau tebing kelas 5, Pendaki selalu bersama Anda sampai ke puncak. Fitur Peralatan Gunting Pisau, besar Pembuka botol Obeng 6 mm Pengupas kawat Tusuk gigi Pengait serbaguna Pisau, kecil Reamer, punch dan menjahit penusuk Pinset Pembuka kaleng Obeng 3 mm Kotrek Gantungan kunci"
Fortune Frog,"It’s got big shoes to fill. Years ago, designer Richard Rogers released the ranch-ready Cuatro™. Now, he’s raised the bar on himself with the Cinco™ /sink-oh/, a slim, go-anywhere everyday carry folding knife. Just like the Cuatro™, the Cinco™ is simply awesome. Smooth Opening:  IKBS™ ball bearing pivot deploys the blade smooth Superior Performance:  D2 blade steel for excellent edge retention Fast Opening:  Flipper deploys the blade fast Tough and Durable:  G10 with stainless steel handle combines durability and strength Low Profile:  Pocket clip provides secure carry Blade Details Blade Steel : D2 Blade Edge : Plain Blade Finish : Stonewash Measurements Blade Length : 2.89"" (73.41 mm) Blade Thickness : 0.11"" (2.77 mm) Overall Length : 6.94"" (176.23 mm) Closed Length : 4.05"" (102.87 mm) Weight : 3.10 oz. (87.88 g) Other Handle Material : Stainless Steel w/G10 Inlay Style : Folding Knife with Frame Lock"
Bonanza sport,"Item number 0.6221.26 Tools Nail file Screwdriver 2.5 mm Blade, small Key ring Scissors Dimensions Height6 mmLength58 mmWidth18 mmWeight17 g Details MaterialAlox Blade lockableNo One hand bladeNo No. of features5 ColorGray"
RESPUBLICA,"TIPE YANG TERSEDIA:  SILVER UNTUK HITAM BISA KESINI: https://www.tokopedia.com/respublica/knifezer-pisau-saku-lipat-mini-serbaguna-portable-knife-survival-hitam BARANG READY STOCK, BUKAN DROPSHIP! WAKTU PENGIRIMAN JADI LEBIH CEPAT! Desain pisau lipat dengan bentuk unik ini wajib dimiliki para kolektor pisau. Pisau ini juga dapat digunakan untuk melindungi diri dalam keadaan darurat atau digunakan saat camping dan hiking. Features Folding Mechanism Pisau ini menggunakan desainlipat sehingga mudah untuk disimpan dalam kantong atau dibawa berpergian. Sharp Knife Pisau ini memiliki mata pisau sangat tajam dan dapat dijadikan peralatan survival dalam keadaan darurat. High Quality Material Terbuat dari bahan stainless steel yang sangat kuat sehingga dapat digunakan dalam jangka waktu lama dan tidak mudah rusak. Content Package Barang-barang yang Anda dapat dalam kotak produk: 1 x Pisau Spesifikasi KNIFEZER Pisau Saku Lipat Mini Serbaguna Portable Knife Survival - W33 Material Stainless Steel Dimensi Total length: 14.9 cm Blade length: 5.3cm Handle length: 9.5cm"
Deknived Indonesia,Pisau Lipat Survival Outdoor Besar U.S.A Stainless Steel . Berbentuk Seperti Parang Mini Lipat .  Clip Point Blade . Jenis Bilah Clip Point Umumnya Di Hutan Berfungsi Untuk Mencungkil Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Sarung Untuk Di Selipkan Pada Saku Pisau Lipat Ini Merupakan Pisau Dengan Bilah Paling Tebal ( 4mm ) .  Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 16 Lapis Kertas HVS / Setara Dengan 4 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Panjang Total : 27.3 Cm Panjang Bilah : 14 Cm Panjang Handle : 12.5 Cm Lebar Bilah : 2.5 Cm Tebal Bilah : 4 Mm Bahan : U.S.A Stainless Steel Dapat Dilipat : Ya Dapat Di Lock : Ya Kelengkapan : 1 Unit Pisau Lipat Dan Sarung
