renters,description
Adlr,"Senter kepala LED Cree dan lampu COB yang bisa dijadikan lampu penerangan / lampu emergency. Senter kepala dengan sistem Rechargeable dan super terang, cocok untuk Anda yang suka beraktivitas di luar rumah seperti hiking, camping, memancing,dll. Terdapat magnet pada body senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil atau ditempel pada permukaan besi lainnya. Spesifikasi : Material : ABS Input Voltage : DC 6V-12V Lighting Period : 6 Hours Light Source : XPE + COB LED Charging : Micro USB Charging Power Source : Built-in 18650 Battery Feature : Magnetic/Adjust The Brightness Colour : Black Fitur : ⍟ Rechargeable + Magnet ⍟ Lampu LED system ⍟ Input Voltage : DC 6V-12V ⍟ Lighting Period : 6 Hours ⍟ Light Source : XPE + COB LED ⍟ Charging : Micro USB Charging ⍟ Power Source : Built-in 18650 Batteryi Informasi produk ⍟ berat : 83.8 gram ⍟ bahan :  ABS ⍟ ukuran : 8.8x5.2x6.3cm ✅ garansi 100% uang kembali jika produk diterima rusak atau tidak sesuai foto ✅ packing aman dan rapi ✅ proses pengiriman super cepet! ✅ pengecekan produk sebelum dikirim Happy shopping :)"
Power Tools Makassar,"Color LED : Putih Material : ABS - Waterproof ( Anti Air ) -. Senter Kepala Led Cree dan Lampu COB. Super Terang. -. Rechargeable -. Lampu COB Bisa dijadikan lampu penerangan / Emergency. -. Terdapat Magnet pada Body Senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil.. atau ditempel pada permukaan besi lainnya. -. Dilengkapi Kabel Colok Micro USB. -. Tali Strap yang Berkualitas. -. Tombol ON/OFF disamping dan di Buka Penutupnya untuk pengecasan. -. Cocok untuk Bersepeda, Memancing, Camping, Hiking, Berlayar, Maupun Peralatan Proyek pada Helm Proyek"
BMA MART,"Harap Di Baca spesifikasi Sesuai Type Lampu yg Akan di Beli. =============================================================== 3 LAMP TYPE Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x TaffLED Headlamp Rechargeable USB Motion XPE+COB 10000 Lumens 1 x Strap 1 x Kabel USB Type C SPESIFIKASI 3LAMP TYPE Tipe LED	XPE, 2 buah COB dan Lampu Merah Lumens	10000 lumens Tipe Baterai	Li-ion 3.7 V Kapasitas Baterai	900 mAh Durasi Isi Daya Baterai: Sekitar 2 Jam Durasi Hidup Senter: Hingga 2-4 Jam Material	Plastik ABS dan Karet Dimensi	65 x 38 x 43 mm Lain-lain	Tahan Air: IPX4 =============================================================== 1 LAMP COB Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x Pocketman Senter LED Kepala USB Rechargeable Headlamp COB 800 Lumens  1 x Kabel Micro USB Spesifikasi Pocketman Senter LED Kepala USB Rechargeable Headlamp COB 800 Lumens  Tipe LED	COB Lumens	800 Lumens Kapasitas Baterai	Built-in Lithium 1200 mAh Material	ABS Dimensi	14 x 4.7 x 2 cm =============================================================== 1 LAMP Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x HOSPORT Senter Kepala Headlamp LED Dual Light 1200mAh 800lm IPX45  1 x Kabel Charger Micro USB 1 x Panduan Penggunaan Spesifikasi HOSPORT Senter Kepala Headlamp LED Dual Light 1200mAh 800lm IPX45  Tipe LED	XPG, COB Lumens	800 Lumens Jarak Penerangan	100 Meter Durasi Hidup	3-5 Jam Tipe Baterai	Polymer Lithium Kapasitas Baterai	1200 mAh Material	ABS Dimensi	65 x 37 x 43 mm Lebar Strap: 25 mm Lain-lain	Daya: 3 W Waterproof: IPX45"
LED Smart Home,"Senter Kepala Cree XML T6 Led Super Terang Led Headlamp Multifungsi Rasakan penerangan yang kuat dan fungsionalitas serbaguna dengan senter kepala isi ulang kami, menawarkan kecerahan tinggi, mode yang dapat disesuaikan, desain tahan air, dan pengisian USB yang praktis. Fitur: 1. Lampu Sorot Super Terang & Tahan Lama: terbuat dari bahan ABS yang kokoh dan paduan aluminium. Serta 3 Led yang menghasilkan sinar super terang hingga 6000 lumen. 2. Dengan 4 Mode Kerja untuk penggunaan berbeda : mode kecerahan Rendah, Sedang, Tinggi, dan SOS(berkedip).  3. Dilengkapi baterai berkualitas tinggi (sudah termasuk) dan waktu pemakaian baterainya mampu bertahan 4-6 jam. pengisian daya dengan kabel yang sudah tersedia. 4. Zoom Rotary dan fleksibel 90°; dengan fungsi zoom jarak jauh dan dekat serta rotasi hingga 90°. Desain bagus, nyaman dan portable; Dengan bahan yang kuat dan ringan, memberikan kenyamanan maksimal. Serta Tali kepala yang dapat disesuaikan membuatnya cocok untuk semua ukuran kepala. 5. Penggunaan Multifungsi: Dapat dengan mudah mengganti mode, Fitur zoom dan rotasi 90 derajat memungkinkan Anda untuk menerangi arah mana pun dengan bebas. Sangat cocok digunakan sebagai lampu keamanan, lampu kepala memancing, lampu kepala tambang, lampu kepala berburu, dan lampu kepala militer. Spesifikasi: Material: ABS + Aluminium Sumber Cahaya: 3 LED  (1 PC L2 + 2 R2 LED)  Kecerahan: 4000-6000 lumen.  Sudut Pencahayaan: 90 derajat Jarak Pancaran Cahaya: 150 - 400 meter Baterai: 2 x Baterai 18650  Pengisian daya: Kabel cas + Adaptor (suah termasuk) Waktu Pengisian: 2-3 Jam Waktu Pemakaian: 4-6 Jam Mode Peralihan: 4 mode Tahan Air: IPX5.  Isi Paket: 1 x Senter Kepala Cree LED 2 x Baterai 18650 1 x Adaptor pengisian daya 1 x Panduan Penggunaan "
SinarGold,Senter Kepala LED High Power Headlamp 1 Warna sinar Tersedia : – Sinar Putih SPESIFIKASI : Tipe : Senter LED Warna Lampu : Putih Bentuk Fokus : Bulat Zoom In/Out : tidak Cara Zoom In/Out : Letak Switch On/Of : Ditekan Daya : – Mode Isi ulang batre : Langsung colok disenter FITUR PADA SENTER : – Terdapat lampu lentera yang sangat terang cocok digunakan untuk pekerjaan lapangan dan berburu – Ada maghnet jadi bisa ditempel dimana mana – Lingkaran mangkok lampu yang besar cocok untuk aktivitas malam hari UKURAN Diameter Kepala Senter : 2 cm Panjang Senter : 8 cm Berat : 250gr Berat Dalam Dus : 250gr KELENGKAPAN DALAM DUS – Senter – Kabel Charger – Tali
LED Smart Home,"Lampu Kepala Led Super Terang / Senter Kepala Cas USB Outdoor Headlamp Waterproof Senter kepala strip led super terang, rechargeable usb, cocok untuk berbagai kebutuhan dan kegiatan dalam maupun luar ruangan. Fitur: 1. Sumber Cahaya Led + COB, nyala cahaya sorot jarak jauh dan super terang. 2. Dengan 5 Mode cahaya yang mudah diubah sesuai kebutuhan. 3. Dilengkapi baterai Lithium tanam, metode pengisian daya didukung dengan cas usb. 4. Sensor Induksi, dapat dikontrol dengan gerakan tangan. 5. Tahan air, mudah digunakan kemanapun. Spesifikasi: Material: Silicone + ABS Sumber Cahaya: Led + Cob Warna: Hitam Warna Cahaya: Putih  Baterai: Baterai tanam Lithium 1500mAh Daya: 50W Metode Pengisian Daya : Cas USB Lama Pengisian : 3-4 jam Lama Pemakaian : 8-10 jam Sensor Induksi 10 Mode Cahaya Tahan Air IP65 Isi Paket: 1 x Senter Kepala COB 1 x Kabel Cas USB 1 x Panduan Manual"
Marketjaya88,"-. Senter Kepala Led Cree dan Lampu COB. Super Terang.  -. Rechargeable -. Lampu COB Bisa dijadikan lampu penerangan / Emergency. -. Terdapat Magnet pada Body Senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil.. atau ditempel pada permukaan besi lainnya. -. Dilengkapi Kabel Colok Micro USB. -. Tali Strap yang Berkualitas. -. Tombol ON/OFF disamping dan di Buka Penutupnya untuk pengecasan. -. Cocok untuk Bersepeda, Memancing, Camping, Hiking, Berlayar. dll 107gr dimensi produk 9*6,5*6,5cm"
wolutynashop,"Deskripsi Produk: Daya: Dapat diisi ulang Jenis sumber cahaya: LED Lingkup aplikasi: hiking, berkemah, pertahanan diri, pencarian Jarak iluminasi: 100-200 Waktu pencahayaan terus menerus: 3-4H ✅✅✅Fungsi: 1.Lampu indnctive luar ruangan portabel dirancang semua perspektif, pengisian port USB menambah daya yang lebih kuat.  2.Baterai isi ulang berkapasitas tinggi menawarkan daya tahan lama untuk olahraga luar ruangan yang lebih aman. Headlamp terutama digunakan untuk memancing, berburu, lari malam, hiking, dan berkemah. 3.PENGGUNAAN INDOOR DAN LUAR - Lampu utama terbaik untuk orang dewasa & anak-anak - berlari, berjalan, memancing, hiking, bersepeda, membaca, mengalah, proyek DIY, perbaikan otomatis & peralatan darurat.  4.Hadiah sempurna untuk keluarga & teman, pesan dan berikan satu ke teman Anda!"
JJ MAKMUR ELECTRONIC,"Deskripsi produk : - Senter Kepala Surya SYH L075L LED 7 Watt - Bonus Bohlamm LED DC 3W  dengan panjang kabel 2,5m - Menggunakan batrei lithium 3.7v 1800mAh - dapa dicas berulang kali max 1000 kali. - daya tahan max hingga 15 Jam ORDER HANYA DIKIRIM KHUSUS PADA HARI KERJA (SENIN-SABTU) ; HARI MINGGU / TGL MERAH KAMI LIBUR. JADWAL KIRIMAN HARI YG SAMA - GOJEK / Grab Sameday, NINJA sebelum jam 13 - GOJEK / Grab INSTANT sebelum jam 15 - JNT SICEPAT (senin-sabtu sebelum jam 15) JIKA LEWAT DARI JAM YG TERTERA MAKA BARANG DI KIRIM HARI KERJA ESOK NYA.  STOK KAMI BANYAK, JANGAN RAGU UNTUK MENEKAN TOMBOL BELI !!  SELAMAT BERBELANJA"
CMAG store,"Fitur Pencahayaan Maksimal Nyaman Digunakan Cuaca Bukan Penghalang Mode Cahaya Multifungsi Baterai Kapasitas Besar Kelengkapan Produk Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x Senter Kepala LED Headlamp Dual Lamp IP67 1000lm 1200mAh - FH300 1 x Kabel USB Type-C 1 x Panduan Penggunaan Spesifikasi Lumens	1000 lm Jarak Penerangan	100 Meter Durasi Hidup	Maks 7 Jam 30 Menit Kapasitas Baterai	1200 mAh Material	Aluminium Alloy, Karet, Nilon Dimensi	90 x 50 x 58 mm Kabel USB Type-C: 55 cm Lain-lain	Waterproof: IP67 - WAJIB MEMBUAT VIDEO UNBOXING/BUKA PAKET,(VIDEO WAJIB MULAI DARI PRODUK DALAM KEADAAN TERSEGEL) , TANPA VIDEO UNBOXING ,KOMPLAIN KAMI TOLAK - PASTIKAN PESANAN & ALAMAT SUDAH SESUAI SEBELUM MEMBAYAR, KARENA PESANAN YG SUDAH DIPROSES PENJUAL TIDAK BISA DICANCEL - KETERLAMBATAN DALAM PENGIRIMAN DILUAR KENDALI KAMI SEBAGAI PENJUAL, JADI MOHON JANGAN SALAHKAN PENJUAL JIKA PENGIRIMAN LAMA - TIDAK MENERIMA REFUND/RETURN KARENA CACAT MINOR"
IntanNirmala,"-. Senter Kepala Led Cree dan Lampu COB. Super Terang.  -. Rechargeable -. Lampu COB Bisa dijadikan lampu penerangan / Emergency. -. Terdapat Magnet pada Body Senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil.. atau ditempel pada permukaan besi lainnya. -. Dilengkapi Kabel Colok Micro USB. -. Tali Strap yang Berkualitas. -. Tombol ON/OFF disamping dan di Buka Penutupnya untuk pengecasan. -. Cocok untuk Bersepeda, Memancing, Camping, Hiking, Berlayar. dll 107gr dimensi produk 9*6,5*6,5cm"
YeYe ONLINE SHOP,"High Power Headlamp LED Cree - Black_x000D__x000D_=================================_x000D__x000D_TERMURAH!!_x000D__x000D_Semua Produk Disini ready yah gan, langsung dipilih2 saja_x000D__x000D__x000D__x000D_=================================_x000D__x000D__x000D__x000D_Informasi Produk_x000D__x000D__x000D__x000D_Headlamp dengan strap flexible yang muat berbagai ukuran kepala. LED senter menggunakan Cree yang dapat menghasilkan cahaya sangat terang. Headlamp tetap nyaman digunakan dalam sesi penggunaan yang lama._x000D__x000D__x000D__x000D_Features_x000D__x000D_Cree  LED_x000D__x000D_Headlamp ini menggunakan Cree  yang dapat menghasilkan cahaya terang dan lifetime LED yang sangat lama._x000D__x000D__x000D__x000D_90 Degree Rotation_x000D__x000D_Headlamp dapat digerakkan keatas bawah hingga 90 derajat sehingga jangkauan cahaya semakin besar._x000D__x000D__x000D__x000D_Comfortable Straps_x000D__x000D_Strap pada kepala terbuat dari bahan kain yang halus dan kuat. Sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak._x000D__x000D__x000D__x000D_Aero Grade Aluminum Body_x000D__x000D_Seluruh badan senter dibuat dengan bahan aero grade aluminum yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain._x000D__x000D_Spesifikasi Produk_x000D__x000D_Tipe Baterai  2 X 18650_x000D__x000D_Material  Aircraft Grade Aluminum Alloy coated Mineral Glass"
Gondrong Market.id,"Fitur Lebih Terang dengan Dua Strip LED Senter kepala Wins Fire memliki tiga strip LED COB yang terdiri dari LED COB putih, LED COB kuning, dan LED COB merah. Tak hanya itu saja, pada bagian samping juga dilengkapi LED XPE yang bisa Anda gunakan jika memerlukan cahaya yang sempit dan kecil. Tekan tombol power untuk mengganti mode lampu sesuai dengan kebutuhan Anda. Mudah Dengan Sensor Tangan Salah satu kelebihan yang dimiliki oleh senter kepala Wins Fire adalah fitur sensornya. Senter kepala bisa Anda nyalakan atau matikan hanya dengan melambaikan tangan Anda di depan lampu senter. Untuk mengaktifkan modenya, Anda hanya perlu menekan tombol sensor yang ada di sebelah tombol power. Nyaman di Kepala Didesain untuk kenyamanan yang maksimal di kepala Anda. Strap senter terbuat dari material karet yang kencang namun tak membuat kepala sakit. Strapnya bisa diatur kecil dan besarnya sesuai dengan ukuran kepala Anda.  Hemat dengan Baterai Isi Ulang Ditenagai oleh baterai berkapasitas 1200 mAh, senter kepala mampu bertahan mulai dari 2.5 - 8 jam. Jika baterai sudah habis, Anda hanya perlu mengisi ulang baterai menggunakan kabel USB menggunakan stop kontak atau powerbank jika Anda sedang berada di luar selama 2 jam hingga baterai penuh. Daya Tahan Tinggi Terhadap Air Terlindungi dengan fitur waterproof IPX4 membuat senter kepala sangat aman digunakan untuk kegiatan outdoor, sehingga tak perlu takut ketika hujan tiba. Cocok digunakan untuk camping, mendaki, memancing, hingga jogging pada malam hari. Anda pun tetap bisa menggunakannya meski di tengah guyuran hujan deras tanpa takut senter kepala rusak. Kelengkapan Produk Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x Senter Kepala Headlamp LED Triple Light COB 1200mAh IPX4 3W 1 x Kabel Daya Type C Spesifikasi Senter Kepala Headlamp LED Triple Light COB 1200mAh IPX4 3W Tipe LED	COB Strip, XPE Durasi Hidup	2.5-8 Jam Tipe Baterai	Lithium Kapasitas Baterai	1200 mAh"
Mel-V828,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
SinarGrosir,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
EVOLUTION 21,"Senter Kepala LED Headlamp Outdoor LED XPE+2 x COB Cool White Tipe Baterai : 1 x 18650 Top Tip ( Baterai Tidak Termasuk ) Ready Stock Siap Kirim Dalam & Luar Kota Siap Kirim Gosend / Grab Kami Juga Menjual Baterai Tipe 18650 Button Top Di Bawah Link Ini : https://www.tokopedia.com/evolution21/trustfire-baterai-18650-protection-6000mah-3-7v-button-top-brc18650 https://www.tokopedia.com/evolution21/baterai-li-ion-18650-6000mah-3-7v-button-top-trustfire-brc18650 https://www.tokopedia.com/evolution21/baterai-18650-button-top-rechargeable-3-7-v-3000-mah-doublepow https://www.tokopedia.com/evolution21/baterai-18650-button-top-rechargeable-li-ion-battery-3-7-varicore Kami Juga Menjual Desktop Charger Baterai di Bawah Link ini : https://www.tokopedia.com/evolution21/charger-baterai-2-dan-4-slot-18650-26650-hong-dong-hd-999a-ms-404a Guna menghasilkan cahaya yang sangat terang terutama pada kondisi gelap saat hiking maupun caving, senter ini menggunakan LED XPE dan 2 x COB dengan tingkat kecerahan yang sangat tinggi. Ditenagai Baterai 18650 Agar dapat menyala dengan baik senter ini ditenagai menggunakan baterai 18650 dengan tipe top tip. Dapat Diisi Ulang Anda dapat mengisi daya baterai 18650 yang terpasang pada senter secara langsung menggunakan USB tanpa perlu mencabut baterai, karena tersedia port untuk pengisian ulang daya. Untuk dapat mengisi ulang daya baterai langsung dari senternya, pastikan bahwa baterai yang Anda gunakan merupakan baterai rechargeable. Ketahanan yang Luar Biasa Terbuat dari material plastik ABS yang memiliki fitur anti slip, tahan aus dan anti air. Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x LELITEN Senter Kepala Headlamp Outdoor LED XPE+2xCOB Cool White - NF-611 1 x Tali Kepala 1 x Kabel Micro USB Spesifikasi Tipe LED : XPE dan 2 x COB Temperatur Warna : 5500 K, Cool White Tipe Baterai : 1 x 18650 Button Top ( Baterai Tidak Termasuk ) Material	: Plastik ABS Dimensi : 75 x 45 x 40 mm"
CMAG store,"  Fitur  Lampu Cree LED LED tipe cree memiliki tingkat cahaya yang terang dan memiliki ketahanan yang baiksehingga lampu ini cocok dipakai di berbagai lingkungan, baik itu outdoor ataupun indoor. Rotasi 90 Derajat Headlamp dapat digerakkan ke atas bawah hingga 90 derajat sehingga jangkauan cahaya semakin besar. Anda pun bisa mengarahkan suatu titik dan mempermudah aktivitas yang Anda lakukan. Strap yang Kuat Strap pada kepala terbuat dari bahan kain karet yang halus dan kuatsehingga kepala Anda tidak sakit dan nyaman digunakan dalam waktu yang lama di berbagai aktivitas. Bahan Aero Grade Aluminium Seluruh badan senter dibuat dengan bahan aero grade aluminium yang membuat senter LED ini mampu mencegah lampu overheat. Material ini juga mampu menahan benturan ringan dengan baik.     Kelengkapan Produk   Rincian yang Anda dapatkan untuk pembelian produk ini:   1 x TaffLED High Power Headlamp 1 LED Cree XML-T6 - HD-LDT6     Spesifikasi TaffLED High Power Headlamp 1 LED Cree XML-T6 - HD-LDT6   Tipe LED Cree XML-T6  Tipe Baterai 2 x Baterai 18650 Button Top (Baterai Tidak Termasuk)  Material Aero Grade Aluminium, Kaca Mineral dan Kain Karet  Dimensi Diameter Kepala Senter: 35 mm Lingkar Kepala: Sekitar 550 mm (elastis)   - WAJIB MEMBUAT VIDEO UNBOXING/BUKA PAKET,(VIDEO WAJIB MULAI DARI PRODUK DALAM KEADAAN TERSEGEL) , TANPA VIDEO UNBOXING ,KOMPLAIN KAMI TOLAK - PASTIKAN PESANAN & ALAMAT SUDAH SESUAI SEBELUM MEMBAYAR, KARENA PESANAN YG SUDAH DIPROSES PENJUAL TIDAK BISA DICANCEL - KETERLAMBATAN DALAM PENGIRIMAN DILUAR KENDALI KAMI SEBAGAI PENJUAL, JADI MOHON JANGAN SALAHKAN PENJUAL JIKA PENGIRIMAN LAMA - TIDAK MENERIMA REFUND/RETURN KARENA CACAT MINOR"
elybs,"Headlamp dengan strap flexible yang muat berbagai ukuran kepala dan nyaman digunakan dalam sesi penggunaan yang lama. Headlamp ini juga menggunakan LED Cree XM-L T6 sebanyak 1 buah dan XPE sebanyak 4 buah sehingga cahaya yang dihasilkan sangatlah terang.   Fitur  1 x Cree XM-L T6 + 4 x XPE Headlamp ini menggunakan 1 buah Cree XM-L T6 dan 4 buah XPE yang dapat menghasilkan cahaya hingga 16000 lumens. 4 Mode Headlamp ini memiliki 5 mode senter yang terdiri dari mode 1 T6, mode 4 XPE, mode 1 T6 + 4 XPE, mode 1 T6 + 4 XPE flashing. Tali yang nyaman Strap pada kepala terbuat dari bahan kain yang halus dan kuat. sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak. Tubuh Aluminium Kelas Aero Seluruh badan senter dibuat dengan bahan aero grade aluminum yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain. Kelengkapan Produk Barang-barang yang anda dapat dalam kotak produk: 1 x Headlamp Cree XM-L 1T6+4XPE 16000 Lumens Specifications: Tipe LED                   : 1 x Cree XM-L T6 + 4 x XPE Lumens                     : 16000 Lumens Tipe Baterai              : 2 x 18650 (not included) Material                     : Aluminum alloy casing + ABS Plastic"
Surya Lighting Official store,"Surya SYH L155C Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 15W dengan jarak sorot yang tajam hingga 100 meter. *Tahan terhadap guyuran air hujan sehingga dapat digunakan untuk pemakaian outdoor. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Pengecasan menggunakan kabel micro USB yang lebih praktis. *Tipe LED: LED Super *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 2000mAh *Lama Penggunaan: 15 Jam *Waktu Pengecasan: 5 Jam *Bahan Produk: ABS *Diameter Lampu: 50mm *Dimensi Lampu: 80 x 72.5 x 50 mm *Aksesoris: Kabel Micro USB & Karet Ikat Kepala	 *Aplikasi :Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
TriMeow,"Selamat datang di Trimeow Tempat berbagai macam perlengkapan rumah tangga terlengkap di jakarta Barang Ready ya ka. Produk : Senter Lampu Kepala LED Headlamp Battery Lithium -Kualitas bahan bagus -Tahan air -Harga terjangkau -Packing aman dengan kotak -Warna cahaya putih / kuning -Tingkat terang cahaya dengan 2 step ( terang sedang dan terang sekali ) Spesifikasi 20 watt : - Warna cahaya : putih / kuning - BateraiI : lithium 1400mah - Dapat menyala hingga 30 jam - Tingkat terang cahaya dengan 2 step  ( terang sedang dan terang sekali ) - Termasuk charger dan tali kepala Spesifikasi 50 watt : - Warna cahaya : putih / kuning - Ukuran : 5,5cm x 6,5cm  x 4,5cm - Baterai : lithium 2600mah - Dapat menyala hingga 30 jam - Tingkat terang cahaya dengan 2 step  ( terang sedang dan terang sekali ) - Termasuk charger dan tali kepala Isi dalam box : - 1 Unit headlamp - 1 Unit charger - 1 Set ban untuk pengikat di kepala - Kalau beli yang bonus bohlam maka dapat bohlam* Untuk awal pemakaian, mohon di charger dahulu sekitar 8-10 jam. NOTE : Jika ingin lebih aman dalam pengiriman disarankan untuk menambahkan ekstra bubble, karena jika produk pecah, penyok,dll, jika tidak dengan ekstra bubble maka kami tidak tanggung !! Link ekstra bubble : https://www.tokopedia.com/trimeow/extra-bubble-wrap-tambahan-agar-paket-lebih-aman 📣 Waktu Terakhir Pesanan : ✅ Senin s/d Sabtu : Batas Order Max Jam 4 Sore. ✅ Khusus Grab / Gosend (Pengiriman Instant) Max Jam 2 Sore ✅ Hari Minggu Dan Tanggal Merah Toko Tutup / Libur. ✅ Jika Order Diluar Waktu Diatas, Dikirim Hari Esoknya. Terimakasih."
Back to climbing,"Lampu depan PIXA 3 kokoh dan serbaguna. Multi-beam beradaptasi dengan semua situasi: kerja jarak dekat, gerakan, dan penglihatan jarak jauh. Teknologi PENCAHAYAAN KONSTAN: kecerahan tidak berkurang secara bertahap karena baterai terkuras. Ini memenuhi persyaratan sertifikasi zona ATEX 2/22 (II 3 GD Ex nA ic IIB T4 Gc tc IIIC T135 °C Dc) untuk bekerja di lingkungan yang mudah meledak. Description : * Headlamp keeps hands free for work and can be: - worn on the head with the headband - attached to the helmet with a mounting plate (included) - placed on the ground * CONSTANT LIGHTING technology ensures brightness that does not gradually decrease as the battery drains * Several lighting modes adapt to each situation: - a mode adapted for close-range work: uniform flood beam - a mode adapted for movement: mixed beam with focused component allows user to move around comfortably - a mode adapted for long-range vision: focused beam * Lighting for professionals that is reliable, practical and durable: - automatically switches to reserve mode when batteries are almost drained (signaled by blinking light and red indicator) - rotating knob that is ergonomic, even with gloves - storage position helps protect the headlamp lens and prevents inadvertently turning it on - may be used in explosive environments - excellent resistance to falls (2 m), impacts, and crushing (80 kg) - comfortable and washable elastic headband - resistant to chemicals * ATEX zone 2/22 (II 3 GD Ex nA ic IIB T4 Gc tc IIIC T135°C Dc) certified headlamp Specifications : - Weight: 160 g - Technology: CONSTANT LIGHTING - Beam pattern: flood, mixed or focused - Energy: 2 AA/LR06 batteries (included) - Battery compatibility: rechargeable Ni-MH and lithium - Watertightness: IP67 (waterproof to -1 meter for 30 minutes; no maintenance required after immersion)"
UNITED JAYA,"-Baterai 18650 bagus dan murah menbuat pemakaian jadi berjam2  https://www.tokopedia.com/uni/batrei-isi-ulang-cas-18650-3-7-v-biru Headlamp LED Cree XML-T6 HD-LD T11 ISI DIDALAM PAKET : 1 Buah Senter Kepala / Headlamp XML-T6 HD 1 Buah Charger Colok 2 Buah Baterai 18650 (Recharger/Dapat di cas) Merk Baterai Random tergantung stok Informasi Produk High Power Headlamp LED Cree XML-T6 - HD-LD Headlamp dengan strap flexible yang muat berbagai ukuran kepala. LED senter menggunakan Cree yang dapat menghasilkan cahaya sangat terang. Headlamp tetap nyaman digunakan dalam sesi penggunaan yang lama. Features Cree LED Headlamp ini menggunakan Cree yang dapat menghasilkan cahaya terang dan lifetime LED yang sangat lama. 90 Degree Rotation Headlamp dapat digerakkan keatas bawah hingga 90 derajat sehingga jangkauan cahaya semakin besar. Comfortable Straps Strap pada kepala terbuat dari bahan kain yang halus dan kuat. Sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak. Aero Grade Aluminum Body Seluruh badan senter dibuat dengan bahan aero grade aluminum yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain. Package Contents 1 x High Power Headlamp LED Cree Spesifikasi High Power Headlamp LED Cree XML-T6 - HD-LD Tipe LED Cree XML-T6 Tipe Baterai 2 X 18650 Material Aircraft Grade Aluminum Alloy coated Mineral Glass Dimensi Diameter kepala senter: 35 mm PENTING UNTUK DIBACA!! Jika pemesanan sudah tiba mohon dapat membuat video unboxing dan foto packing pada saat pemesanan diterima. Video unboxing dan foto packing tersebut kami butuhkan untuk proses investigasi lebih lanjut apabila produk yang diterima dalam keadaan rusak, kurang dll. Jika tidak ada video unboxing dan foto packing maka, untuk kendala kerusakan dan kurang produk yang pembeli terima, tidak dapat kami proses lebih lanjut."
